Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Place of most time spent before turning 18,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6909476a4ab65aeb8f201754,6740834d80cb11ff26ffa77d,APPROVED,Not Applicable,2025-11-04T00:23:06.674000Z,2025-11-04T01:25:30.799000Z,2025-11-14T03:49:08.292000Z,2025-11-04T01:25:31.184547Z,3745.0,CIMBHA54,1867,India,47,Female,Asian,India,India,India,Hindi,No,Part-Time
6909490be833901421875a9b,663f0caf8b37110f9d16993f,APPROVED,Not Applicable,2025-11-04T00:34:31.787000Z,2025-11-04T01:46:11.402000Z,2025-11-14T03:49:08.612000Z,2025-11-04T01:46:11.771145Z,4300.0,NOCODE,192,India,62,Male,Asian,India,India,India,Tamil,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690949b6a8f6778c09d96950,65f4b1857f5b498314e118cf,APPROVED,Not Applicable,2025-11-04T00:34:25.586000Z,2025-11-04T01:40:50.754000Z,2025-11-14T03:49:08.880000Z,2025-11-04T01:40:51.159591Z,3986.0,CIMBHA54,356,India,27,Male,Asian,India,India,India,Hindi,No,Part-Time
69094a4fdbe61a4e247e6bd7,68caf73a26c4ffacfa73495f,APPROVED,Not Applicable,2025-11-04T00:38:23.407000Z,2025-11-04T01:05:00.103000Z,2025-11-14T03:49:09.119000Z,2025-11-04T01:05:00.497827Z,1597.0,CIMBHA54,70,India,24,Male,Asian,India,India,India,Hindi,Yes,Part-Time
69094b5e489e65a932fe2506,66568a94f8713133e461fe9c,APPROVED,Not Applicable,2025-11-04T00:43:13.034000Z,2025-11-04T02:28:35.266000Z,2025-11-14T03:49:09.359000Z,2025-11-04T02:28:35.828396Z,6323.0,CIMBHA54,110,India,46,Male,Asian,India,India,India,English,No,Part-Time
69094c0a747431e01388ff16,6638a9fb0e17846cb62e34f5,APPROVED,Not Applicable,2025-11-04T00:44:38.115000Z,2025-11-04T01:52:28.598000Z,2025-11-14T03:49:09.592000Z,2025-11-04T01:52:28.985468Z,4071.0,CIMBHA54,584,India,47,Male,Asian,India,India,India,English,No,Full-Time
69094c1c0c658ab6b4e46b62,65f99e25229875e7c5835926,APPROVED,Not Applicable,2025-11-04T00:43:17.927000Z,2025-11-04T01:25:23.827000Z,2025-11-14T03:49:09.829000Z,2025-11-04T01:25:24.215012Z,2526.0,CIMBHA54,178,India,28,Male,Asian,India,India,India,Tamil,No,Part-Time
69094c2ef0262f8f17274b6b,665614ef4b51b26ab6ff2a9b,APPROVED,Not Applicable,2025-11-04T00:43:32.481000Z,2025-11-04T01:57:29.396000Z,2025-11-14T03:49:10.094000Z,2025-11-04T01:57:29.779411Z,4437.0,CIMBHA54,282,India,43,Male,Asian,India,India,India,English,No,Full-Time
6909711fa838163057d69ac4,68d40e83fdd5c171d63bb1b4,APPROVED,Not Applicable,2025-11-04T03:21:11.741000Z,2025-11-04T04:03:01.960000Z,2025-11-14T03:49:10.328000Z,2025-11-04T04:03:02.359460Z,2511.0,CIMBHA54,13,India,20,Male,Asian,India,India,India,English,Yes,Full-Time
69097132119b184ad2f26204,65fb1b3b8d6f60e342ea6b1e,APPROVED,Not Applicable,2025-11-04T03:23:54.021000Z,2025-11-04T04:22:10.111000Z,2025-11-14T03:49:10.557000Z,2025-11-04T04:22:10.503074Z,3497.0,CIMBHA54,1320,India,29,Female,Asian,India,India,India,Hindi,Yes,Full-Time
690971668e75c9da21a06a41,68c99676b236c017260970b7,APPROVED,Not Applicable,2025-11-04T03:23:00.762000Z,2025-11-04T04:10:34.341000Z,2025-11-14T03:49:10.781000Z,2025-11-04T04:10:34.729988Z,2854.0,CIMBHA54,75,India,21,Male,Asian,India,India,India,English,Yes,Part-Time
6909717a2a3c1248ce3c576a,664b876ebe0680d014a1c471,APPROVED,Not Applicable,2025-11-04T03:22:43.716000Z,2025-11-04T04:18:42.077000Z,2025-11-14T03:49:11.043000Z,2025-11-04T04:18:42.498858Z,3359.0,CIMBHA54,537,India,24,Male,Asian,India,India,India,English,No,Part-Time
690971bf18a8ab9e49f32aad,66c9b11e758c010b81c0ff53,APPROVED,Not Applicable,2025-11-04T03:25:24.833000Z,2025-11-04T04:07:36.115000Z,2025-11-14T03:49:11.279000Z,2025-11-04T04:07:36.488653Z,2532.0,CIMBHA54,513,India,44,Female,Asian,India,India,India,English,No,DATA_EXPIRED
690971e3186ea158ec215552,66cf143e060992b3d817c20f,APPROVED,Not Applicable,2025-11-04T03:28:24.060000Z,2025-11-04T04:22:00.504000Z,2025-11-14T03:49:11.537000Z,2025-11-04T04:22:00.892181Z,3217.0,CIMBHA54,460,India,23,Female,Asian,India,India,India,English,Yes,Unemployed (and job seeking)
690971e556a51e0e48cc9622,65f18d7e69e3e32de7794cf1,APPROVED,Not Applicable,2025-11-04T03:24:35.551000Z,2025-11-04T04:12:59.755000Z,2025-11-14T03:49:11.779000Z,2025-11-04T04:13:00.141452Z,2905.0,CIMBHA54,225,India,30,Male,Asian,India,India,India,Hindi,No,Full-Time
6909726bd949331b0c56686d,66e2a65068f02ee11a049e70,APPROVED,Not Applicable,2025-11-04T03:26:45.242000Z,2025-11-04T05:07:39.343000Z,2025-11-14T03:49:12.023000Z,2025-11-04T05:07:39.720672Z,6055.0,CIMBHA54,721,India,35,Female,Asian,India,India,India,English,Yes,Full-Time
690972870e3f2d3e89404abb,68c157caa749466bac5233c3,APPROVED,Not Applicable,2025-11-04T03:27:12.515000Z,2025-11-04T04:42:57.222000Z,2025-11-14T03:49:12.268000Z,2025-11-04T04:42:57.595420Z,4545.0,CIMBHA54,145,India,32,Male,Asian,India,India,India,Hindi,No,Full-Time
690973bbda618fadf363fc67,68e547076b04bb2b659253bf,APPROVED,Not Applicable,2025-11-04T03:34:31.675000Z,2025-11-04T04:14:07.619000Z,2025-11-14T03:49:13.393000Z,2025-11-04T04:14:08.006066Z,2376.0,CIMBHA54,34,India,18,Male,Asian,India,India,India,English,Yes,Part-Time
690973c685f4e339b01c67fc,65f5877e1c411d371249dd22,APPROVED,Not Applicable,2025-11-04T03:32:22.225000Z,2025-11-04T04:23:26.283000Z,2025-11-14T03:49:13.961000Z,2025-11-04T04:23:26.655928Z,3065.0,CIMBHA54,1200,India,31,Male,Asian,India,India,India,Hindi,DATA_EXPIRED,DATA_EXPIRED
69097419d69da526d92301a8,66c6231ee98b4d0d00fee373,APPROVED,Not Applicable,2025-11-04T03:35:03.845000Z,2025-11-04T04:14:00.835000Z,2025-11-14T03:49:14.263000Z,2025-11-04T04:14:01.237823Z,2337.0,CIMBHA54,576,India,23,Female,Asian,India,India,India,Malayalam,No,Full-Time
690974b49ee1cd89ffa97ec7,65fb14f7d8a3890c20fac495,APPROVED,Not Applicable,2025-11-04T03:36:25.385000Z,2025-11-04T04:24:26.222000Z,2025-11-14T03:49:14.509000Z,2025-11-04T04:24:26.607683Z,2881.0,CIMBHA54,1188,India,31,Male,Asian,India,India,India,Hindi,No,Full-Time
690974e210d4c9059d93d4bf,65fda4aa45ba55e983e2a2d9,APPROVED,Not Applicable,2025-11-04T03:37:06.548000Z,2025-11-04T05:28:45.324000Z,2025-11-14T03:49:14.765000Z,2025-11-04T05:28:45.834076Z,6699.0,NOCODE,626,India,34,Male,Asian,India,India,India,Hindi,No,Part-Time
690974e714e9316666cc9a63,68dbb49d9e5d3365ba69da82,APPROVED,Not Applicable,2025-11-04T03:37:30.171000Z,2025-11-04T04:37:33.708000Z,2025-11-14T03:49:14.996000Z,2025-11-04T04:37:34.112463Z,3604.0,CIMBHA54,89,India,56,Male,Asian,India,India,India,Hindi,Yes,Unemployed (and job seeking)
690975208d4cd97cc88bba54,65f51a114f9d8d272d90c786,APPROVED,Not Applicable,2025-11-04T03:38:08.317000Z,2025-11-04T05:51:08.917000Z,2025-11-14T03:49:15.231000Z,2025-11-04T05:51:09.301546Z,7981.0,CIMBHA54,223,India,27,Male,Asian,India,India,India,English,No,Full-Time
69097527933aa7392702acb3,68e556328eb75ce2670f5c05,RETURNED,Not Applicable,,,,2025-12-04T07:43:08.554602Z,,,142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690975b68f058fa6e20456dc,66321cfc446914f3b199e193,APPROVED,Not Applicable,2025-11-04T03:41:36.923000Z,2025-11-04T04:27:53.087000Z,2025-11-14T03:49:15.490000Z,2025-11-04T04:27:53.471436Z,2777.0,CIMBHA54,794,India,49,Male,Asian,India,India,India,English,No,Full-Time
6909772135689518471a4f91,68c16a327f74809b0349a9ab,APPROVED,Not Applicable,2025-11-04T03:47:16.265000Z,2025-11-04T04:31:42.568000Z,2025-11-14T03:49:15.725000Z,2025-11-04T04:31:42.954305Z,2667.0,CIMBHA54,291,India,35,Male,Asian,India,India,India,Hindi,No,Unemployed (and job seeking)
690977415a80337a83fc24a7,68d6bd96ac818f59e17e046f,APPROVED,Not Applicable,2025-11-04T03:48:03.716000Z,2025-11-04T04:37:45.095000Z,2025-11-14T03:49:15.959000Z,2025-11-04T04:37:45.522568Z,2982.0,CIMBHA54,75,India,21,Male,Asian,India,India,India,English,Yes,Part-Time
690977a75083668584d7419f,66c6b4621e1fe0971f51e006,RETURNED,Not Applicable,,,,2025-12-04T07:43:08.556653Z,,,672,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6909781adb1ca9c4a2402beb,68d6b2c52bb7a5eddac95311,APPROVED,Not Applicable,2025-11-04T03:50:56.571000Z,2025-11-04T04:22:48.972000Z,2025-11-14T03:49:16.191000Z,2025-11-04T04:22:49.403004Z,1913.0,CIMBHA54,23,India,28,Male,Asian,India,India,India,English,No,Full-Time
69097869c6f872c00617b1c0,65f34ad95a4680b824d01a83,APPROVED,Not Applicable,2025-11-04T03:54:39.187000Z,2025-11-04T04:58:17.834000Z,2025-11-14T03:49:16.433000Z,2025-11-04T04:58:18.203782Z,3819.0,CIMBHA54,749,India,27,Male,Asian,India,India,India,English,No,DATA_EXPIRED
69097875f924545af196a05c,68cd57f076135d19108b9f45,APPROVED,Not Applicable,2025-11-04T03:56:35.762000Z,2025-11-04T04:54:23.142000Z,2025-11-14T03:49:16.659000Z,2025-11-04T10:49:32.041460Z,3468.0,CIMBHA54,27,India,28,Male,Asian,India,India,India,Hindi,No,Part-Time
690978ac66d960fec2c1f224,66c74c07867a3b6c4043a11b,APPROVED,Not Applicable,2025-11-04T03:53:28.110000Z,2025-11-04T04:43:20.971000Z,2025-11-14T03:49:16.888000Z,2025-11-04T04:43:21.372170Z,2993.0,CIMBHA54,101,India,38,Female,Asian,India,India,India,Punjabi,No,Part-Time
69097910b388c7d715c61364,65fc082930d1eabfcf549198,APPROVED,Not Applicable,2025-11-04T03:54:56.957000Z,2025-11-04T05:00:13.584000Z,2025-11-14T03:49:17.132000Z,2025-11-04T05:00:13.987883Z,3917.0,CIMBHA54,264,India,27,Female,Asian,India,India,India,Tamil,Yes,Full-Time
690979d94c5e1d593e742007,68f38753adef7f0042598dcc,REJECTED,Not Applicable,2025-11-04T03:58:17.835000Z,2025-11-04T04:37:24.408000Z,2025-11-13T05:18:05.140000Z,2025-12-04T07:43:08.558750Z,2347.0,CIMBHA54,15,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69097a2ec00a0eca182155df,65f335ba737e19c6aad352aa,APPROVED,Not Applicable,2025-11-04T03:59:42.030000Z,2025-11-04T04:54:09.657000Z,2025-11-14T03:49:17.371000Z,2025-11-04T04:54:10.106659Z,3268.0,CIMBHA54,1111,India,25,Male,Asian,India,India,India,Hindi,No,Full-Time
69097a3335689518471a4fa9,68e5fc24870f4534836355c0,APPROVED,Not Applicable,2025-11-04T03:59:47.038000Z,2025-11-04T04:42:11.864000Z,2025-11-14T03:49:17.606000Z,2025-11-04T04:42:12.320287Z,2545.0,CIMBHA54,1,India,19,Female,Asian,India,India,India,Hindi,Yes,Other
69097a5850989e15ebafe875,68dbea637394782fc31e1281,APPROVED,Not Applicable,2025-11-04T04:00:34.189000Z,2025-11-04T05:49:41.402000Z,2025-11-14T03:49:17.836000Z,2025-11-04T05:49:41.873039Z,6548.0,CIMBHA54,13,India,24,Male,Asian,India,India,India,English,No,Full-Time
69097a6b78c86e5796ec1c6b,66d099a5931379c8001d849c,APPROVED,Not Applicable,2025-11-04T04:03:21.902000Z,2025-11-04T05:04:29.817000Z,2025-11-14T03:49:18.082000Z,2025-11-04T05:04:30.274673Z,3668.0,CIMBHA54,322,India,44,Female,Asian,India,India,India,Hindi,Yes,Part-Time
69097ab9c889e611a3c2fe36,68cd7df9e61505aa07e7dfc4,APPROVED,Not Applicable,2025-11-04T04:02:08.407000Z,2025-11-04T04:41:17.868000Z,2025-11-14T03:49:18.321000Z,2025-11-04T04:41:18.268706Z,2350.0,CIMBHA54,190,India,30,Female,Asian,India,India,India,English,No,Full-Time
69097acbbd183e6c424d4992,68c171e2fada5b6eef367f0c,APPROVED,Not Applicable,2025-11-04T04:02:38.959000Z,2025-11-04T04:54:07.532000Z,2025-11-14T03:49:18.549000Z,2025-11-04T04:54:07.956100Z,3089.0,CIMBHA54,19,India,27,Male,Asian,India,India,India,Hindi,Yes,Full-Time
69097adf0a457ab1bbb84187,65fab55532461b0eaf2236b6,APPROVED,Not Applicable,2025-11-04T04:03:23.235000Z,2025-11-04T04:55:19.564000Z,2025-11-14T03:49:18.783000Z,2025-11-04T04:55:19.985853Z,3117.0,CIMBHA54,622,India,31,Female,Asian,India,India,India,Tamil,No,Full-Time
69097b1b66f267f29ffdbeab,68cd56432bbf5cd0ffdbfc80,APPROVED,Not Applicable,2025-11-04T04:03:45.696000Z,2025-11-04T04:48:19.033000Z,2025-11-14T03:49:19.022000Z,2025-11-04T04:48:19.433487Z,2674.0,CIMBHA54,70,India,33,Male,Asian,India,India,India,English,No,Full-Time
69097b631132cbbb32e901d3,68c18047338d71b59d4e843d,APPROVED,Not Applicable,2025-11-04T04:05:20.938000Z,2025-11-04T04:48:42.154000Z,2025-11-14T03:49:19.274000Z,2025-11-04T04:48:42.510028Z,2602.0,CIMBHA54,106,India,25,Male,Asian,India,India,India,Hindi,No,Full-Time
69097b6c84a1498b09f4c307,66339247b4811a74ccb129f7,APPROVED,Not Applicable,2025-11-04T04:05:18.579000Z,2025-11-04T04:58:41.104000Z,2025-11-14T03:49:19.530000Z,2025-11-04T04:58:41.498185Z,3203.0,CIMBHA54,328,India,43,Male,Asian,India,India,India,Hindi,No,Full-Time
69097babe949b2bfb130cdc1,65fae6b84fa6b3101d2ca4b1,RETURNED,Not Applicable,,,,2025-12-04T07:43:08.564032Z,,,822,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69097bce904402df9ba03b81,66c9b31cbfa4d79905b6414d,APPROVED,Not Applicable,2025-11-04T04:06:45.403000Z,2025-11-04T04:44:49.314000Z,2025-11-14T03:49:19.788000Z,2025-11-04T04:44:49.710986Z,2284.0,CIMBHA54,228,India,33,Female,Other,India,India,India,Hindi,No,Part-Time
69097c3606e1bd33037ca8f3,68f19e1d547795171dd51952,TIMED-OUT,Not Applicable,2025-11-04T04:11:28.035000Z,,,2025-12-04T07:43:08.561409Z,2604701.0,,45,India,34,Male,Asian,India,India,India,English,No,Full-Time
69097d13a2e7e04ac08a725e,68cc53924958e60ecffad32a,APPROVED,Not Applicable,2025-11-04T04:12:12.648000Z,2025-11-04T04:56:38.091000Z,2025-11-14T03:49:20.033000Z,2025-11-04T04:56:38.490554Z,2666.0,CIMBHA54,35,India,19,Male,Asian,India,India,India,English,Yes,Part-Time
69097dc14c70914736f05655,65fb0cd08626e511f3eafccb,APPROVED,Not Applicable,2025-11-04T04:16:29.244000Z,2025-11-04T04:51:26.876000Z,2025-11-14T03:49:20.279000Z,2025-11-04T04:51:27.271472Z,2098.0,CIMBHA54,778,India,20,Male,Asian,India,India,India,English,DATA_EXPIRED,Full-Time
