Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Place of most time spent before turning 18,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69094638d6c7eb1ac8bf0e36,65fb6071dd4ce9c44a70ca2b,APPROVED,Not Applicable,2025-11-04T00:18:00.006000Z,2025-11-04T00:48:33.564000Z,2025-11-14T03:51:09.833000Z,2025-11-04T00:48:33.943092Z,1834.0,CB2G8B3X,419,Brazil,29,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Full-Time
690946f3844c8fa5a00419e8,68154a8691e3db7697412808,APPROVED,Not Applicable,2025-11-04T00:21:37.853000Z,2025-11-04T00:53:00.705000Z,2025-11-14T03:51:10.081000Z,2025-11-04T00:53:01.070015Z,1883.0,CB2G8B3X,308,Brazil,51,Female,White,Brazil,Brazil,Brazil,Portuguese,No,Other
69094729b70f0f9858c2ed49,67c0c3a324e0ee1bc1ed5cf1,RETURNED,Not Applicable,,,,2025-12-04T07:40:45.657488Z,,,1023,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6909472a32f021d4a13bbcf7,671400c680a391da6f3eb844,APPROVED,Not Applicable,2025-11-04T00:22:41.268000Z,2025-11-04T01:19:11.144000Z,2025-11-14T03:51:10.326000Z,2025-11-04T01:19:11.535343Z,3390.0,CB2G8B3X,282,Brazil,48,Female,Black,Brazil,Brazil,Brazil,Portuguese,DATA_EXPIRED,DATA_EXPIRED
69094783a488f744f12979f0,5c9b65b9fc4fa100125107e2,APPROVED,Not Applicable,2025-11-04T00:31:24.305000Z,2025-11-04T02:10:52.580000Z,2025-11-14T03:51:10.595000Z,2025-11-04T02:10:53.127199Z,5969.0,CB2G8B3X,1714,Brazil,33,Male,Mixed,Brazil,Brazil,Brazil,Portuguese,No,Full-Time
690947aa9e54b9944c11066e,5c7eb70d73dbca00011650b4,APPROVED,Not Applicable,2025-11-04T00:24:10.259000Z,2025-11-04T01:56:15.240000Z,2025-11-14T03:51:10.830000Z,2025-11-04T01:56:15.639060Z,5525.0,CB2G8B3X,1797,Brazil,31,Female,Mixed,Brazil,Brazil,Brazil,Portuguese,No,Other
690948c452fd8b846a74d056,69029688afb729752253dbf0,APPROVED,Not Applicable,2025-11-04T00:28:56.561000Z,2025-11-04T00:59:22.290000Z,2025-11-14T03:51:11.068000Z,2025-11-04T00:59:22.669213Z,1826.0,CB2G8B3X,11,Brazil,30,Male,White,Brazil,Brazil,Brazil,Portuguese,Yes,Full-Time
690949e96a7254f982f4bdb6,68110ae2b1364928c2568d6f,APPROVED,Not Applicable,2025-11-04T00:33:45.937000Z,2025-11-04T01:10:13.388000Z,2025-11-14T03:51:11.315000Z,2025-11-04T01:10:13.794838Z,2188.0,CB2G8B3X,387,Brazil,38,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Part-Time
69094cbe11f81d49d07d934a,671ef50c136676c91533747b,APPROVED,Not Applicable,2025-11-04T00:47:01.668000Z,2025-11-04T01:19:34.523000Z,2025-11-14T03:51:11.562000Z,2025-11-04T01:19:34.888077Z,1953.0,CB2G8B3X,423,Brazil,26,Female,White,Brazil,Brazil,Brazil,Portuguese,No,Full-Time
690970f4144098f34c9e65df,67de1be044766c04dc23ee48,APPROVED,Not Applicable,2025-11-04T03:20:20.955000Z,2025-11-04T04:02:13.766000Z,2025-11-14T03:51:11.802000Z,2025-11-04T04:02:14.128347Z,2513.0,CB2G8B3X,101,Brazil,23,Male,Mixed,Brazil,Brazil,Brazil,Portuguese,Yes,Part-Time
